loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3544,3, Not Graduate, No,3500000,13700000,4,439,5200000,2800000,13000000,4400000,approved
3545,2, Not Graduate, Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000,approved
3546,0, Not Graduate, Yes,2000000,6000000,14,393,1500000,1400000,5900000,2900000,rejected
3547,5, Not Graduate, No,2700000,8200000,2,848,7000000,1000000,6200000,1500000,approved
3548,0, Graduate, Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000,approved
3549,2, Not Graduate, No,9900000,19900000,6,312,21400000,2200000,31400000,11000000,rejected
3550,2, Not Graduate, Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000,approved
3551,2, Not Graduate, No,9100000,18600000,20,403,18400000,11700000,20300000,9200000,rejected
3552,3, Not Graduate, Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000,approved
3553,0, Graduate, No,5200000,17800000,18,558,8300000,5400000,13000000,3100000,approved
3554,5, Graduate, No,1800000,6000000,4,548,1400000,2400000,6500000,2600000,approved
3555,0, Not Graduate, No,7300000,28200000,16,486,15300000,8800000,16400000,7700000,rejected
3556,4, Graduate, No,3200000,11600000,6,635,3300000,4600000,6500000,3900000,approved
3557,5, Graduate, No,5200000,20700000,2,538,3200000,2000000,14600000,3600000,approved
3558,4, Not Graduate, No,7100000,28200000,14,496,6300000,10900000,27700000,4600000,rejected
3559,4, Graduate, Yes,1400000,4800000,6,411,1400000,300000,4400000,1600000,rejected
3560,4, Not Graduate, No,2700000,10700000,6,857,7400000,4200000,8200000,2800000,approved
3561,5, Graduate, Yes,6500000,18100000,10,360,15700000,10600000,20200000,6100000,rejected
3562,4, Graduate, No,9300000,35900000,18,461,9800000,12700000,26200000,11400000,rejected
3563,0, Graduate, Yes,6700000,14900000,16,638,3300000,6900000,22300000,8100000,approved
3564,5, Graduate, No,6800000,19300000,6,865,12100000,100000,22900000,9000000,approved
3565,5, Not Graduate, No,5600000,13600000,4,449,5900000,5700000,18800000,4300000,rejected
3566,1, Not Graduate, Yes,1900000,4700000,2,870,4700000,2300000,3900000,2300000,approved
3567,5, Not Graduate, No,8400000,19500000,6,815,5300000,2500000,24000000,7200000,approved
3568,2, Not Graduate, Yes,2500000,7200000,16,454,4200000,1000000,7100000,2100000,rejected
3569,1, Not Graduate, Yes,2900000,9900000,18,783,1300000,100000,11000000,2600000,approved
3570,3, Graduate, Yes,3200000,7400000,2,543,3600000,4500000,11200000,4600000,rejected
3571,4, Not Graduate, Yes,3000000,10900000,2,786,7600000,3300000,8000000,3200000,approved
3572,3, Graduate, Yes,800000,2500000,20,395,1500000,300000,1600000,500000,rejected
3573,2, Not Graduate, Yes,400000,1300000,2,885,200000,300000,1100000,500000,approved
3574,2, Not Graduate, No,4400000,10600000,20,488,10800000,2400000,13200000,4600000,rejected
3575,2, Not Graduate, Yes,8700000,19900000,10,829,7500000,10500000,20200000,8400000,approved
3576,4, Not Graduate, No,7400000,15400000,6,677,22000000,13500000,28900000,7400000,approved
3577,4, Not Graduate, Yes,5700000,14400000,12,645,14500000,8600000,12900000,4700000,approved
3578,5, Not Graduate, Yes,9700000,27600000,10,788,9400000,3100000,31800000,10600000,approved
3579,2, Not Graduate, No,7000000,22400000,6,649,12200000,9900000,17800000,8900000,approved
3580,2, Not Graduate, No,8900000,23100000,4,519,22800000,500000,25200000,4700000,rejected
3581,3, Graduate, Yes,3100000,11200000,14,772,3400000,5800000,8300000,2100000,approved
3582,4, Graduate, No,2200000,6100000,12,330,5500000,2900000,5000000,2200000,rejected
3583,5, Not Graduate, Yes,7100000,21500000,4,557,8900000,8000000,26400000,4000000,approved
3584,4, Graduate, Yes,8200000,19000000,6,334,24500000,6800000,28600000,10200000,rejected
3585,3, Graduate, Yes,9800000,28400000,12,487,8900000,15400000,30800000,11100000,rejected
3586,2, Graduate, Yes,3900000,9700000,8,539,4400000,7600000,7900000,5100000,rejected
3587,2, Graduate, Yes,2200000,8100000,8,710,500000,2900000,7300000,1000000,approved
3588,5, Not Graduate, Yes,600000,1700000,20,879,1100000,100000,2300000,700000,approved
3589,4, Not Graduate, Yes,6900000,22000000,10,512,6100000,9100000,20600000,3900000,rejected
3590,2, Graduate, Yes,7400000,27300000,18,561,12600000,400000,27100000,9600000,approved
3591,3, Not Graduate, Yes,4000000,11600000,6,539,5900000,2600000,12100000,4700000,rejected
3592,3, Not Graduate, Yes,700000,2000000,18,544,800000,1300000,1500000,400000,rejected
3593,2, Not Graduate, Yes,1900000,4600000,16,631,3200000,2700000,4500000,2700000,approved
3594,2, Graduate, No,2200000,6800000,20,546,4600000,200000,4500000,2200000,rejected
3595,1, Graduate, Yes,2000000,5600000,14,569,5000000,1100000,7900000,1600000,approved
3596,4, Not Graduate, No,7400000,17900000,6,384,13400000,12300000,22400000,4700000,rejected
3597,2, Not Graduate, Yes,2300000,9000000,6,583,3600000,1300000,6900000,3400000,approved
3598,5, Not Graduate, Yes,4000000,15500000,12,517,0,600000,12100000,3500000,rejected
3599,3, Graduate, Yes,1500000,5800000,18,420,800000,1900000,4100000,1400000,rejected
3600,2, Not Graduate, Yes,5200000,12900000,18,644,400000,5000000,12000000,7500000,approved
3601,2, Graduate, No,5400000,14500000,8,349,10800000,4800000,21100000,6600000,rejected
3602,3, Graduate, No,7700000,25300000,18,662,3400000,11400000,19100000,9900000,approved
3603,0, Not Graduate, Yes,1900000,6400000,20,704,900000,3400000,5300000,1900000,approved
3604,4, Not Graduate, Yes,6400000,15500000,2,324,18400000,11100000,13900000,4500000,rejected
3605,5, Graduate, No,700000,1700000,18,757,1900000,200000,2100000,600000,approved
3606,3, Graduate, Yes,5800000,23000000,16,361,6000000,10100000,23000000,2800000,rejected
3607,1, Graduate, No,1800000,5400000,4,415,4400000,2000000,5600000,1800000,approved
3608,5, Graduate, Yes,4300000,13800000,18,618,9600000,800000,14000000,2400000,approved
3609,4, Graduate, No,8000000,27100000,8,524,16900000,10900000,25600000,8400000,rejected
3610,0, Not Graduate, No,1100000,4100000,18,887,400000,1300000,2600000,1300000,approved
3611,2, Not Graduate, Yes,8800000,31100000,12,729,12300000,2400000,21900000,9400000,approved
3612,4, Graduate, No,4800000,18600000,14,774,10800000,5800000,12700000,6500000,approved
3613,0, Not Graduate, Yes,200000,700000,20,724,600000,0,500000,300000,approved
3614,5, Graduate, Yes,1400000,2700000,16,320,900000,2500000,2700000,2000000,rejected
3615,5, Graduate, No,2500000,6400000,16,590,3200000,3900000,5800000,3500000,approved
3616,5, Graduate, No,8100000,25300000,8,796,15900000,12600000,21500000,7800000,approved
3617,0, Graduate, Yes,6100000,19200000,6,890,13900000,5900000,16700000,7600000,approved
3618,0, Not Graduate, Yes,2000000,4600000,16,651,2100000,2400000,7200000,1600000,approved
3619,4, Not Graduate, No,4800000,10100000,12,634,9200000,300000,15000000,6900000,approved
3620,4, Graduate, Yes,900000,2800000,2,660,1200000,1400000,2400000,900000,approved
3621,4, Not Graduate, No,1300000,3500000,12,512,3300000,1400000,3200000,700000,rejected
3622,4, Not Graduate, Yes,4200000,9100000,2,900,6700000,5300000,10900000,5900000,approved
3623,2, Graduate, Yes,3300000,11100000,20,823,4600000,1500000,11700000,2900000,approved
3624,2, Not Graduate, Yes,8700000,28400000,12,880,8000000,1800000,19400000,4400000,approved
3625,1, Not Graduate, Yes,800000,2600000,2,439,600000,0,1800000,400000,approved
3626,5, Graduate, Yes,7400000,17100000,2,441,14700000,1600000,20600000,10800000,rejected
3627,3, Not Graduate, No,6900000,18500000,6,360,14000000,0,18800000,9600000,rejected
3628,1, Graduate, Yes,8800000,33700000,14,561,10200000,7100000,25700000,11900000,approved
3629,2, Graduate, Yes,8600000,32500000,4,758,20900000,600000,18000000,6900000,approved
3630,2, Graduate, No,5400000,20600000,18,621,11200000,2200000,11600000,5500000,approved
3631,4, Graduate, Yes,2900000,5900000,18,621,200000,3100000,8500000,3500000,approved
3632,3, Graduate, No,9800000,21000000,12,342,25400000,16600000,26900000,7000000,rejected
3633,4, Graduate, No,3300000,10800000,4,552,4200000,900000,8600000,3300000,approved
3634,0, Not Graduate, No,300000,500000,18,376,300000,0,800000,300000,rejected
3635,0, Graduate, No,1500000,4300000,12,801,4400000,2200000,3300000,1100000,approved
3636,3, Not Graduate, Yes,5400000,16300000,4,512,1600000,3400000,13100000,6000000,approved
3637,0, Graduate, No,6600000,15200000,18,497,1500000,6900000,14500000,9300000,rejected
3638,0, Graduate, No,5700000,17200000,8,386,4200000,7100000,14400000,2900000,rejected
3639,3, Not Graduate, Yes,8500000,26100000,2,683,6600000,10400000,24100000,5700000,approved
3640,0, Graduate, No,7400000,24100000,16,779,800000,2900000,28900000,4900000,approved
3641,3, Not Graduate, Yes,7800000,17700000,6,876,15600000,15200000,25100000,10800000,approved
3642,3, Graduate, Yes,7200000,16500000,18,515,7800000,6300000,17300000,10600000,rejected
3643,2, Not Graduate, No,7600000,19300000,12,463,5400000,1500000,16000000,9600000,rejected
3644,4, Not Graduate, Yes,7000000,26700000,4,486,10600000,12200000,18800000,6000000,approved
3645,0, Not Graduate, No,5700000,13000000,6,328,7800000,7500000,20700000,8200000,rejected
3646,2, Not Graduate, No,8200000,30600000,10,343,9800000,11500000,16900000,7000000,rejected
3647,0, Graduate, Yes,9000000,27800000,8,712,900000,6700000,24400000,5800000,approved
3648,3, Not Graduate, No,3900000,11900000,6,607,6600000,6000000,8800000,2000000,approved
3649,0, Graduate, No,6500000,16200000,4,812,17200000,10700000,20200000,6200000,approved
3650,4, Not Graduate, Yes,2300000,7700000,16,589,6000000,4400000,6300000,2300000,approved
3651,1, Not Graduate, No,5700000,21800000,18,657,14100000,3200000,21800000,3200000,approved
3652,4, Not Graduate, No,800000,2800000,12,453,1500000,300000,2900000,600000,rejected
3653,4, Not Graduate, Yes,8400000,19700000,14,889,22400000,5800000,22000000,12100000,approved
3654,1, Graduate, Yes,4300000,17200000,4,564,10400000,6600000,11500000,2200000,approved
3655,1, Not Graduate, Yes,300000,900000,20,419,800000,0,600000,300000,rejected
3656,1, Graduate, No,8700000,34000000,16,663,5400000,10700000,17800000,8100000,approved
3657,1, Not Graduate, No,4400000,12100000,4,884,9800000,6500000,15000000,6000000,approved
3658,1, Graduate, Yes,5600000,16800000,16,528,7500000,6500000,12300000,3900000,rejected
3659,2, Graduate, No,600000,1300000,12,475,100000,1100000,2300000,600000,rejected
3660,4, Not Graduate, Yes,2500000,5100000,20,695,1100000,4100000,6700000,3500000,approved
3661,5, Not Graduate, No,3800000,10500000,10,759,1800000,6700000,8100000,5300000,approved
3662,2, Not Graduate, No,2500000,9600000,4,636,900000,1000000,7300000,2000000,approved
3663,3, Not Graduate, Yes,5500000,20400000,10,546,10600000,8200000,13500000,4000000,rejected
3664,5, Graduate, Yes,4500000,17100000,2,639,10600000,7500000,12000000,6500000,approved
3665,4, Not Graduate, No,1900000,4000000,10,388,500000,1400000,5600000,900000,rejected
3666,5, Graduate, Yes,6400000,20000000,12,594,100000,2100000,16500000,5500000,approved
3667,1, Not Graduate, Yes,3800000,11100000,6,760,2100000,1800000,8700000,5700000,approved
3668,4, Not Graduate, Yes,6300000,16900000,16,582,16000000,3600000,23700000,6000000,approved
3669,3, Not Graduate, No,300000,600000,6,896,300000,400000,600000,400000,approved
3670,5, Not Graduate, Yes,7100000,21800000,18,891,7000000,0,18900000,4700000,approved
3671,2, Not Graduate, Yes,600000,1700000,2,495,1700000,200000,1200000,500000,rejected
3672,3, Graduate, Yes,4400000,15300000,16,865,1200000,8400000,15000000,3400000,approved
3673,4, Not Graduate, No,7600000,20800000,12,775,1900000,13600000,19200000,6400000,approved
3674,5, Graduate, Yes,8700000,26400000,10,318,11800000,2900000,23200000,9200000,rejected
3675,3, Graduate, Yes,5600000,12700000,12,395,8200000,9300000,22000000,6400000,rejected
3676,4, Not Graduate, No,4100000,13100000,14,772,11200000,4200000,10500000,3800000,approved
3677,2, Not Graduate, Yes,7900000,16100000,18,318,17300000,2900000,29900000,9300000,rejected
3678,3, Not Graduate, Yes,5600000,20900000,14,649,4000000,10700000,13000000,8200000,approved
3679,3, Not Graduate, No,1200000,3100000,10,438,1500000,2200000,3900000,1000000,rejected
3680,5, Graduate, No,6900000,19700000,6,588,9800000,7500000,17100000,7300000,approved
3681,5, Not Graduate, No,2700000,5600000,2,815,1100000,2000000,7100000,2600000,approved
3682,4, Graduate, Yes,9800000,22100000,4,364,16800000,11100000,26500000,7300000,rejected
3683,2, Not Graduate, No,9300000,32300000,4,586,14300000,6400000,37000000,10400000,approved
3684,4, Not Graduate, No,6700000,25300000,12,555,16900000,3600000,23500000,4900000,approved
3685,4, Graduate, No,1300000,4600000,10,312,1800000,600000,3100000,800000,rejected
3686,2, Graduate, Yes,7900000,17100000,16,605,19200000,14100000,21900000,10400000,approved
3687,5, Not Graduate, No,6700000,23200000,18,672,1600000,6700000,20800000,5400000,approved
3688,2, Not Graduate, Yes,2100000,4500000,18,591,2500000,500000,5500000,1500000,approved
3689,4, Graduate, Yes,4700000,11000000,4,321,10100000,100000,9600000,6900000,rejected
3690,2, Graduate, No,3700000,13400000,16,393,6400000,600000,14200000,3500000,rejected
3691,0, Graduate, Yes,5800000,21800000,2,561,4400000,7200000,15000000,4200000,approved
3692,5, Graduate, Yes,2400000,6900000,20,725,1700000,400000,8800000,2400000,approved
3693,1, Not Graduate, Yes,8100000,27600000,16,438,1000000,10500000,32200000,8000000,rejected
3694,5, Graduate, Yes,5400000,21400000,12,399,4000000,9700000,12400000,6800000,rejected
3695,0, Graduate, No,1400000,5400000,8,592,4100000,400000,4300000,800000,approved
3696,2, Not Graduate, No,2500000,8600000,8,835,2500000,4000000,7700000,1300000,approved
3697,0, Not Graduate, Yes,1600000,5300000,4,733,400000,2100000,5500000,1100000,approved
3698,0, Not Graduate, No,3700000,10600000,20,484,5800000,1300000,13900000,3500000,rejected
3699,5, Not Graduate, Yes,500000,1800000,20,615,500000,700000,1100000,300000,approved
3700,3, Not Graduate, Yes,5300000,19500000,4,591,13200000,4700000,19800000,7900000,approved
3701,0, Graduate, Yes,2800000,6800000,12,349,4100000,2000000,11100000,1400000,rejected
3702,1, Graduate, Yes,9600000,29900000,18,478,18500000,15200000,38200000,9400000,rejected
3703,4, Graduate, No,2200000,7800000,20,633,0,3900000,8400000,1900000,approved
3704,1, Not Graduate, Yes,8400000,30900000,8,378,18600000,1000000,25900000,11100000,rejected
3705,1, Not Graduate, No,2100000,5300000,20,461,1500000,3800000,8100000,1700000,rejected
3706,2, Not Graduate, Yes,2800000,7000000,2,834,500000,2900000,8100000,1300000,approved
3707,0, Not Graduate, No,2500000,5800000,20,671,7400000,500000,7500000,2000000,approved
3708,3, Graduate, Yes,1700000,5800000,10,524,4100000,2900000,6600000,800000,rejected
3709,3, Graduate, No,6100000,20700000,4,816,14900000,5400000,24200000,5900000,approved
3710,3, Graduate, No,4100000,11700000,10,729,6900000,6200000,15400000,2100000,approved
3711,5, Not Graduate, Yes,4500000,12700000,8,307,11000000,3800000,12600000,2700000,rejected
3712,2, Graduate, Yes,5600000,19100000,8,350,2700000,1200000,14200000,4200000,rejected
3713,3, Not Graduate, Yes,5800000,16600000,10,444,13300000,5900000,15000000,8500000,rejected
3714,4, Not Graduate, No,8600000,26700000,10,895,2200000,8800000,22600000,6900000,approved
3715,2, Graduate, No,2900000,10500000,20,708,4200000,600000,7700000,4300000,approved
3716,2, Not Graduate, Yes,8300000,17600000,2,355,1000000,700000,28400000,6800000,rejected
3717,5, Not Graduate, No,2400000,5100000,6,756,1500000,200000,5300000,3400000,approved
3718,4, Graduate, No,5600000,12000000,4,719,5600000,2900000,14500000,3400000,approved
3719,1, Graduate, Yes,9500000,35400000,14,439,400000,1200000,20200000,13500000,rejected
3720,4, Not Graduate, Yes,4900000,15900000,10,668,10800000,8300000,14900000,2800000,approved
3721,4, Not Graduate, Yes,5900000,16500000,2,765,13000000,9400000,20000000,3500000,approved
3722,5, Graduate, Yes,500000,1500000,4,476,200000,200000,1100000,700000,approved
3723,3, Graduate, No,7000000,21700000,14,781,5400000,8500000,19300000,9600000,approved
3724,1, Not Graduate, No,3500000,12700000,4,350,5200000,6800000,12900000,1800000,approved
3725,0, Graduate, No,5200000,12200000,16,783,5000000,2000000,11400000,5100000,approved
3726,3, Graduate, Yes,6300000,19900000,12,770,1900000,2400000,15500000,3100000,approved
3727,2, Not Graduate, No,8400000,28300000,10,822,1800000,16000000,33000000,4400000,approved
3728,1, Not Graduate, Yes,7500000,22500000,14,469,12300000,9600000,16200000,4500000,rejected
3729,2, Graduate, No,3300000,13000000,16,300,5500000,5900000,7400000,3100000,rejected
3730,2, Not Graduate, No,8800000,22400000,14,692,21700000,5100000,18600000,10900000,approved
3731,5, Graduate, No,200000,700000,18,707,-100000,100000,500000,200000,approved
3732,5, Not Graduate, Yes,8000000,29100000,4,658,10600000,8600000,28800000,4600000,approved
3733,3, Graduate, No,1000000,4000000,6,625,700000,100000,2800000,500000,approved
3734,1, Graduate, No,9400000,26700000,10,343,7600000,2500000,28600000,13200000,rejected
3735,5, Graduate, No,2100000,7300000,18,358,3700000,3200000,7200000,2200000,rejected
3736,4, Graduate, Yes,5400000,11500000,20,705,14600000,3800000,13500000,6100000,approved
3737,2, Graduate, Yes,4700000,15100000,8,799,9700000,2500000,10700000,4700000,approved
3738,3, Graduate, No,8800000,33700000,12,397,17300000,16000000,22200000,8800000,rejected
3739,5, Graduate, No,3200000,12200000,6,493,7700000,6200000,6700000,2100000,rejected
3740,0, Graduate, Yes,7200000,21900000,4,446,17700000,10900000,24500000,7600000,approved
3741,2, Not Graduate, Yes,2500000,7200000,16,315,5500000,3300000,4900000,2800000,rejected
3742,5, Not Graduate, Yes,6900000,15700000,14,887,13800000,5300000,25200000,4500000,approved
3743,5, Graduate, Yes,5700000,20500000,16,429,2800000,1900000,22400000,3900000,rejected
3744,4, Graduate, Yes,5500000,15100000,18,673,10500000,8000000,13900000,7200000,approved
3745,4, Not Graduate, Yes,9200000,29100000,10,731,14500000,8300000,35800000,5000000,approved
3746,5, Graduate, Yes,5700000,11500000,2,732,15800000,3700000,15600000,5300000,approved
3747,5, Graduate, Yes,5000000,16400000,14,525,13000000,9100000,15300000,3300000,rejected
3748,4, Not Graduate, No,2300000,5500000,6,343,-100000,4100000,4800000,3200000,rejected
3749,0, Not Graduate, Yes,3000000,11000000,16,331,8000000,4500000,6600000,2400000,rejected
3750,0, Not Graduate, No,7900000,26200000,18,845,14200000,14700000,27400000,6300000,approved
3751,2, Graduate, No,2000000,6200000,16,696,4100000,600000,5400000,1300000,approved
3752,5, Not Graduate, No,2700000,8700000,14,772,2200000,2800000,7600000,3700000,approved
3753,3, Graduate, Yes,6400000,15800000,18,628,6900000,2700000,24800000,5300000,approved
3754,0, Not Graduate, Yes,8200000,19100000,2,764,22900000,8900000,20500000,4000000,approved
3755,1, Graduate, No,2800000,6900000,14,553,400000,4900000,6800000,4200000,approved
3756,1, Not Graduate, No,8900000,20000000,2,653,12700000,600000,17800000,9900000,approved
3757,1, Not Graduate, No,5100000,20000000,4,506,7900000,8900000,20300000,6700000,approved
3758,3, Graduate, No,2800000,8500000,20,431,6200000,1700000,7800000,2200000,rejected
3759,2, Not Graduate, Yes,6100000,12300000,18,697,14100000,9100000,12600000,3500000,approved
3760,2, Not Graduate, No,8400000,24500000,6,588,11000000,1300000,22900000,10400000,approved
3761,1, Not Graduate, No,1600000,5600000,6,846,600000,2800000,4600000,1200000,approved
3762,5, Graduate, No,4100000,11000000,14,379,6200000,1700000,8500000,5400000,rejected
3763,1, Not Graduate, No,300000,700000,10,745,0,0,900000,100000,approved
3764,3, Graduate, No,9600000,34500000,20,523,26100000,2600000,24300000,5300000,rejected
3765,4, Graduate, Yes,8300000,25400000,4,624,22900000,4000000,24800000,5400000,approved
3766,1, Graduate, No,4600000,16700000,16,407,13000000,6000000,9800000,2800000,rejected
3767,3, Not Graduate, Yes,5600000,11600000,12,756,3300000,1800000,18400000,7800000,approved
3768,3, Graduate, Yes,4100000,8300000,16,351,6000000,100000,11100000,2200000,rejected
3769,3, Not Graduate, No,3700000,13400000,18,373,2800000,100000,13200000,2500000,rejected
3770,4, Not Graduate, Yes,800000,2400000,2,461,1300000,1300000,2300000,300000,approved
3771,4, Graduate, No,8100000,28100000,12,672,5600000,9200000,17200000,9500000,approved
3772,2, Graduate, Yes,2700000,9500000,10,434,2700000,1500000,8100000,1800000,rejected
3773,2, Not Graduate, Yes,7000000,21400000,12,541,3700000,1300000,19800000,9600000,rejected
3774,3, Not Graduate, Yes,8100000,29300000,2,413,8100000,15100000,25500000,6400000,approved
3775,1, Graduate, No,3200000,7600000,4,592,3000000,1400000,8100000,4700000,approved
3776,4, Not Graduate, Yes,400000,1400000,10,665,300000,300000,1500000,200000,approved
3777,1, Graduate, No,7800000,23900000,4,313,2600000,15300000,23000000,10900000,approved
3778,0, Not Graduate, No,5800000,19600000,14,673,8900000,10700000,18000000,7200000,approved
3779,0, Not Graduate, Yes,2600000,6000000,8,382,1700000,2200000,8200000,1600000,rejected
3780,5, Not Graduate, No,5400000,21100000,12,661,15800000,10400000,20100000,5400000,approved
3781,3, Graduate, Yes,600000,1700000,4,576,400000,100000,2100000,500000,approved
3782,1, Graduate, No,600000,1200000,14,443,700000,1000000,2200000,800000,rejected
3783,5, Graduate, Yes,9500000,21700000,16,307,27500000,2700000,28500000,9700000,rejected
3784,4, Graduate, Yes,1900000,4800000,12,656,1500000,1600000,5400000,1700000,approved
3785,1, Graduate, Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000,approved
3786,3, Graduate, No,7800000,16600000,20,896,12400000,10800000,30500000,5500000,approved
3787,5, Not Graduate, No,4900000,14100000,2,802,3300000,7500000,16100000,2700000,approved
3788,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000,approved
3789,4, Not Graduate, Yes,3900000,8900000,10,665,9300000,4000000,9200000,5300000,approved
3790,2, Graduate, No,9000000,35700000,12,339,15200000,8400000,19500000,9000000,rejected
3791,1, Not Graduate, No,9600000,32400000,20,447,15400000,18400000,19800000,4700000,rejected
3792,5, Not Graduate, Yes,1000000,2400000,18,613,1600000,1300000,2600000,600000,approved
3793,5, Graduate, No,2800000,7200000,16,424,900000,5000000,6100000,3200000,rejected
3794,2, Not Graduate, No,8300000,20800000,6,667,19300000,4100000,25400000,6800000,approved
3795,4, Not Graduate, Yes,6900000,18300000,18,715,8200000,600000,15000000,7500000,approved
3796,5, Not Graduate, Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000,approved
3797,2, Not Graduate, No,8000000,17800000,20,549,2400000,9700000,27400000,10800000,rejected
3798,4, Graduate, Yes,9800000,29700000,4,373,11100000,5500000,37800000,10000000,approved
3799,0, Graduate, Yes,2900000,7200000,16,332,3600000,5700000,7600000,3600000,rejected
3800,4, Graduate, No,7900000,31500000,20,534,12400000,8500000,21600000,6400000,rejected
3801,3, Not Graduate, No,4600000,17900000,8,396,10700000,4000000,12300000,2600000,rejected
3802,2, Graduate, No,1000000,3700000,18,892,2200000,800000,3000000,500000,approved
3803,5, Graduate, No,9000000,21300000,14,602,3400000,7700000,35400000,11000000,approved
3804,0, Graduate, Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000,approved
3805,5, Graduate, Yes,7400000,23300000,20,482,15700000,3600000,29100000,6800000,rejected
3806,0, Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000,rejected
3807,0, Not Graduate, No,1300000,3400000,10,464,1200000,200000,3500000,1400000,rejected
3808,0, Graduate, Yes,1100000,3400000,14,832,3200000,200000,4400000,1600000,approved
3809,5, Graduate, No,9200000,34800000,12,802,22000000,11000000,19800000,12500000,approved
3810,2, Graduate, No,7000000,23900000,18,628,13400000,6600000,25200000,7200000,approved
3811,4, Graduate, No,5100000,18800000,10,694,6400000,5300000,13500000,4100000,approved
3812,1, Not Graduate, Yes,3200000,9300000,20,741,3800000,3500000,6900000,2300000,approved
3813,1, Not Graduate, Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000,approved
3814,5, Graduate, No,3600000,12800000,4,320,2500000,2900000,12600000,2900000,approved
3815,1, Graduate, No,5600000,11700000,10,774,11000000,4300000,13100000,6500000,approved
3816,0, Not Graduate, Yes,9500000,32000000,2,500,8300000,9700000,24500000,5600000,approved
3817,4, Not Graduate, No,1500000,4000000,18,706,0,2700000,4400000,1700000,approved
3818,4, Not Graduate, No,7400000,18300000,10,601,16400000,12600000,28800000,6100000,approved
3819,2, Graduate, No,6000000,17400000,16,806,1800000,2100000,20200000,3500000,approved
3820,0, Graduate, Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000,approved
3821,4, Graduate, Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000,approved
3822,5, Graduate, Yes,600000,1500000,12,509,1600000,100000,1900000,800000,rejected
3823,0, Graduate, No,1800000,6600000,4,898,2400000,100000,4600000,1400000,approved
3824,2, Graduate, Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000,approved
3825,1, Graduate, No,1000000,2100000,6,715,2200000,1000000,2200000,1100000,approved
3826,2, Not Graduate, Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000,approved
3827,1, Graduate, Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000,rejected
3828,1, Graduate, Yes,9600000,35900000,8,534,24500000,17700000,31900000,5400000,rejected
3829,0, Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,rejected
3830,1, Graduate, No,1600000,3500000,18,619,3200000,100000,6300000,1500000,approved
3831,0, Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000,approved
3832,3, Graduate, No,1400000,3500000,16,365,2600000,2200000,2900000,1600000,rejected
3833,0, Not Graduate, No,8000000,18000000,16,791,13900000,10300000,23400000,10600000,approved
3834,4, Not Graduate, Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000,rejected
3835,5, Graduate, No,4500000,10200000,12,726,2900000,8600000,17500000,4200000,approved
3836,1, Graduate, No,3400000,9900000,2,736,3900000,4800000,10600000,4500000,approved
3837,5, Graduate, Yes,5700000,12800000,14,488,13600000,1000000,13200000,5500000,rejected
3838,2, Not Graduate, Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000,rejected
3839,0, Graduate, Yes,4500000,12200000,20,311,11200000,5000000,12700000,2400000,rejected
3840,2, Not Graduate, Yes,5100000,16800000,2,504,6400000,2700000,17100000,4400000,approved
3841,4, Not Graduate, Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000,rejected
3842,5, Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000,approved
3843,1, Not Graduate, No,5200000,10500000,20,317,3000000,8000000,19300000,5300000,rejected
3844,4, Not Graduate, No,8400000,29000000,2,463,12700000,1100000,20100000,6700000,approved
3845,1, Not Graduate, Yes,9000000,34000000,16,842,6300000,16900000,22900000,5800000,approved
3846,4, Graduate, Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000,approved
3847,1, Not Graduate, No,5400000,19400000,8,800,800000,6100000,19500000,3000000,approved
3848,0, Graduate, Yes,700000,2100000,12,813,200000,1300000,2200000,500000,approved
3849,2, Graduate, No,7600000,24800000,12,564,14000000,6200000,24700000,6700000,approved
3850,2, Not Graduate, No,5000000,14700000,12,837,2200000,7200000,11700000,4800000,approved
3851,5, Not Graduate, Yes,2500000,9400000,16,735,0,2200000,9500000,1700000,approved
3852,4, Not Graduate, Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000,approved
3853,5, Not Graduate, No,9000000,23900000,12,658,5700000,4600000,32100000,6100000,approved
